成員, 貢獻本週, 戰功本週, 助攻本週, 捐獻本週, 貢獻總量, 戰功總量, 助攻總量, 捐獻總量, 勢力值, 所屬州, 分組
凌魂丨笑容, 55230810, 298928, 4036, 186560, 94714788, 300558, 4036, 268765, 25960, 司隸, 閒雲
凌魂丨魔狼, 43831010, 166452, 6251, 321246, 76952817, 166452, 6251, 402393, 28150, 司隸, 天狼星
Sakura, 47018490, 256366, 6461, 0, 82251918, 256366, 6461, 85953, 24273, 司隸, 炮灰
獨居老年人, 26327961, 144596, 10661, 120952, 40084017, 145021, 10661, 410124, 20043, 司隸, 炮灰
凌魂丨戢武, 18496940, 41331, 2517, 447826, 32456953, 41333, 2517, 447826, 18480, 司隸, 天狼星
銀劍東松, 71566599, 315116, 6577, 205277, 123323619, 321927, 6577, 306160, 28440, 司隸, 金槍
狼燚丨阿胖, 45046630, 250866, 1653, 520830, 76194272, 250866, 1653, 520830, 24093, 司隸, 閒雲
炮灰丨千里, 42855869, 200387, 6172, 410437, 72406512, 203236, 6172, 494354, 26270, 司隸, 炮灰
銀劍神騎, 39434230, 255717, 6258, 0, 89879809, 255718, 6258, 90181, 25699, 司隸, 銀劍
凌魂丨天水, 39332439, 209960, 4607, 725814, 83579750, 211814, 4607, 932401, 23483, 司隸, 天狼星
凌魂丨馬革, 39102598, 193107, 4455, 0, 66371435, 195350, 4455, 81947, 23990, 司隸, 淩魂
凌魂丨銀時, 33641822, 244039, 1887, 166482, 76609621, 248493, 1887, 266078, 26930, 司隸, 閒雲
龍丨肥龍, 31360827, 116761, 5966, 0, 62980191, 118605, 5966, 0, 16360, 司隸, 流浪動物
月丨巴宅阿瑞, 25832494, 63876, 3409, 401825, 48210185, 63879, 3409, 609919, 23280, 江漢, 肥宅
銀劍發春仔, 79728329, 128181, 2988, 340623, 131899920, 132677, 2988, 422706, 25930, 司隸, 銀劍
龍丨造紙龍, 67358471, 9122, 1174, 0, 76431863, 10072, 1174, 82415, 16160, 江漢, 流浪動物
銀劍北杉, 65438986, 260322, 1470, 0, 129334673, 261273, 1470, 86791, 27550, 司隸, 金槍
軒風, 64402709, 128892, 1000, 0, 103996569, 139845, 1000, 600710, 24203, 司隸, 肥宅
銀劍梅長蘇, 64087444, 40933, 4074, 398591, 83602427, 41857, 4074, 580220, 25290, 司隸, 金槍
玩命丨鴛鴦, 63649143, 255581, 4059, 408286, 113179115, 257492, 4059, 492428, 25453, 司隸, 淩魂
銀劍白板仔, 62899522, 157670, 3476, 324132, 102699717, 161491, 3476, 406713, 26830, 司隸, 銀劍
鋼管天竺鼠, 59735453, 67464, 4317, 725687, 80207505, 67536, 4317, 810919, 23420, 江漢, 閒雲
月丨白金肝帝, 58775684, 222277, 7263, 94228, 99999722, 222395, 7263, 94228, 25210, 司隸, 肥宅
龍丨馬卡龍, 58499360, 100418, 3713, 0, 88647086, 100643, 3713, 83231, 22150, 司隸, 流浪動物
銀劍陳仔, 57141769, 208587, 3083, 713970, 86092273, 209614, 3083, 713970, 28190, 司隸, 銀劍
玩命丨歐吉桑, 56860808, 170531, 2838, 0, 86828261, 172269, 2838, 83723, 26983, 司隸, 淩魂
葉否放, 56754788, 221410, 16237, 401595, 88242819, 222731, 16237, 482035, 26783, 司隸, 流浪動物
魚缸裡的小魚, 56471002, 248578, 3697, 0, 100845204, 250036, 3697, 86457, 27450, 司隸, 淩魂
銀劍右奇, 56072479, 143054, 4368, 303442, 80009396, 143054, 4368, 396038, 24070, 司隸, 銀劍
傲驕丨鬼連長, 56069939, 108595, 6472, 501003, 87115405, 108595, 6472, 584258, 22750, 司隸, 金槍
銀劍南柏, 55471898, 248503, 4192, 842032, 103040623, 248503, 4192, 924456, 26503, 司隸, 金槍
銀劍歐底特, 53990877, 58673, 9745, 415042, 83262463, 59883, 9745, 498997, 22039, 司隸, 金槍
銀劍丨一葉, 53882477, 41623, 1050, 0, 64055565, 41728, 1050, 34743, 21110, 司隸, 銀劍
銀劍任鈞, 53518802, 201610, 3428, 0, 78250174, 201611, 3428, 60963, 24320, 司隸, 銀劍
宇治, 53423712, 150295, 23145, 0, 86224851, 150357, 23145, 80132, 22510, 司隸, 炮灰
狼燚丨出返去, 53287559, 122974, 9206, 739439, 79271468, 122974, 9206, 824675, 21010, 司隸, 閒雲
銀劍仲達, 53092034, 183584, 2568, 283242, 88721963, 183584, 2568, 365631, 22423, 司隸, 金槍
月丨暴君熊, 52558202, 131541, 8556, 173864, 97650709, 131631, 8556, 263070, 24250, 司隸, 肥宅
袁天禹, 52424668, 74561, 10978, 183808, 59246291, 74563, 10978, 264866, 24103, 司隸, 流浪動物
狼燚丨從一, 51448931, 182216, 4501, 401041, 86395589, 182279, 4501, 482231, 25240, 司隸, 閒雲
戰I來吧寶貝, 51272668, 64516, 6331, 638532, 62473172, 64551, 6331, 729214, 17633, 司隸, 肥宅
太史猴哥, 51268465, 78459, 2779, 0, 62734245, 78459, 2779, 83478, 22490, 司隸, 淩魂
狼燚丨潛農, 50789610, 150408, 4271, 752355, 92888275, 152676, 4271, 752355, 25478, 司隸, 閒雲
天之鳳凰, 50057000, 88802, 2321, 76001, 80534043, 88841, 2321, 90773, 22470, 江漢, 金槍
小彌子, 49222822, 85882, 3012, 403045, 68625422, 87002, 3012, 403045, 22790, 司隸, 淩魂
炑炑, 48869269, 210662, 19821, 161285, 88289292, 213964, 19821, 242739, 25953, 司隸, 炮灰
FionaH, 48847341, 53887, 3368, 722683, 70154499, 53887, 3368, 803915, 18670, 司隸, 炮灰
不吃魚的貓, 48655513, 161165, 9807, 515771, 78042483, 161165, 9807, 579200, 23256, 司隸, 炮灰
凌魂丨鬼才, 48644772, 76339, 2775, 0, 76930648, 76365, 2775, 81123, 22563, 江漢, 炮灰
月丨雷羽, 48530444, 208412, 5401, 102305, 94837636, 208412, 5401, 183772, 25713, 司隸, 肥宅
銀劍一枝草, 48443684, 74180, 1461, 428449, 58389056, 74180, 1461, 428449, 23150, 江漢, 金槍
角落小夥伴, 48358582, 279761, 8107, 0, 81540798, 283391, 8107, 80615, 22295, 司隸, 炮灰
銀劍爆渠王, 48237113, 70155, 2282, 296573, 86710606, 70155, 2282, 394337, 23893, 司隸, 銀劍
月丨棒打, 47864913, 111990, 4833, 307059, 80189593, 115281, 4833, 307059, 23473, 司隸, 肥宅
曾英雄, 47861893, 205475, 3050, 639915, 84768285, 217854, 3050, 720788, 25530, 司隸, 天狼星
玩命丨史塔森, 47393556, 164578, 3676, 262377, 68023584, 175500, 3676, 341302, 20203, 司隸, 淩魂
龍丨四季廸魚, 47243490, 145591, 5289, 492022, 88154994, 145591, 5289, 580907, 21570, 司隸, 流浪動物
月丨德瑞克, 47103595, 233545, 522, 0, 82210972, 233545, 522, 80624, 25293, 司隸, 肥宅
銀劍烈焰, 47032599, 81797, 8120, 321571, 65490731, 81797, 8120, 404192, 21700, 司隸, 銀劍
貪婪丨上兵蘭, 46454620, 174574, 2839, 391573, 84566030, 179177, 2839, 473672, 25530, 司隸, 金槍
阿迪, 46430207, 121727, 4037, 0, 74630234, 121953, 4037, 84695, 26910, 司隸, 炮灰
啱巴, 46410961, 38019, 4131, 329821, 58980963, 38116, 4131, 412589, 21013, 司隸, 炮灰
跳跳天竺鼠, 46224224, 47813, 2735, 408506, 61568398, 47813, 2735, 491618, 19729, 江漢, 閒雲
熊軍下尾夜嵐, 45886755, 15088, 1820, 1562176, 48319454, 15088, 1820, 1562176, 18430, 司隸, 流浪動物
銀劍潛龍, 45881666, 139662, 13610, 167403, 81633140, 139970, 13610, 249349, 19393, 司隸, 銀劍
銀劍孫公, 45840541, 280920, 10211, 176280, 92957652, 280920, 10211, 257649, 27860, 司隸, 銀劍
銀劍關翔, 45791805, 170772, 7561, 777722, 81598965, 170772, 7561, 862356, 20713, 司隸, 金槍
凌魂丨K, 45709303, 43028, 5306, 20124, 55238902, 43028, 5306, 101157, 23373, 司隸, 淩魂
凌魂丨北歐拳, 45606894, 112162, 3210, 0, 71780870, 112162, 3210, 0, 20020, 司隸, 淩魂
浦喜丨情人節, 45408508, 155030, 8406, 0, 83401454, 155030, 8406, 81067, 24142, 司隸, 天狼星
月丨南方的貓, 44828149, 72561, 2824, 965967, 58462634, 72837, 2824, 965967, 22820, 司隸, 肥宅
凌宇, 44752234, 99835, 2100, 148612, 68437946, 99835, 2100, 148612, 21690, 司隸, 流浪動物
浦喜丨孝熤, 44749533, 95359, 4312, 1058051, 64832255, 96372, 4312, 1262953, 21510, 司隸, 天狼星
愛吃豆腐, 44014182, 146566, 14455, 754506, 61111592, 146566, 14455, 839957, 22336, 司隸, 炮灰
摩連奴, 43932654, 114448, 4430, 333246, 89233064, 114807, 4430, 333246, 21710, 司隸, 淩魂
銀劍神鼻, 43916620, 96164, 4598, 428185, 73166250, 98394, 4598, 530398, 25883, 司隸, 銀劍
愛吃橘里, 43820475, 256787, 10978, 578768, 93251835, 256787, 10978, 578768, 29010, 司隸, 淩魂
浦喜丨化骨龍, 43614112, 191930, 2942, 505593, 71670777, 198145, 2942, 587560, 24680, 司隸, 天狼星
銀劍低調, 43211495, 109737, 9900, 341242, 66085247, 110117, 9900, 423193, 26683, 司隸, 銀劍
銀劍老Kel, 43169960, 37101, 3870, 338427, 45760217, 37289, 3870, 338427, 20063, 司隸, 金槍
猜猜我是誰, 43000261, 33240, 1127, 461584, 50764398, 33240, 1127, 534079, 17223, 司隸, 炮灰
凌魂丨餐蛋麵, 42809877, 89854, 5925, 169999, 64772629, 90084, 5925, 380606, 22883, 司隸, 淩魂
Suede, 42805762, 152815, 9813, 217884, 81701382, 152815, 9813, 278196, 24816, 司隸, 流浪動物
龍丨貓貓龍, 42781784, 81339, 10184, 401541, 64760080, 81339, 10184, 482755, 23120, 司隸, 流浪動物
九方好漢, 42495074, 222459, 11110, 327928, 80396439, 222459, 11110, 408718, 23460, 司隸, 淩魂
銀劍傑克, 42219160, 73562, 4420, 153167, 66240655, 73564, 4420, 270779, 24991, 司隸, 銀劍
偷食魚嘅貓, 42141643, 140017, 6347, 292260, 69190979, 140017, 6347, 391082, 22995, 司隸, 炮灰
殘存末路, 42097359, 101139, 3598, 0, 53605982, 101139, 3598, 81090, 22610, 司隸, 閒雲
改咩名, 41951415, 105039, 8285, 205123, 65749863, 105041, 8285, 615433, 29410, 司隸, 淩魂
三國窮二代, 41590992, 74136, 3694, 340854, 65929139, 76653, 3694, 340854, 21352, 司隸, 炮灰
羅英雄, 41237770, 161714, 12415, 310956, 68712046, 164038, 12415, 331536, 23670, 司隸, 天狼星
月丨可以, 41116417, 145482, 8551, 656402, 56680244, 145482, 8551, 944545, 20960, 司隸, 肥宅
月丨巴宅Ya, 41022165, 241134, 3052, 317029, 63686994, 241349, 3052, 397964, 25796, 司隸, 肥宅
東野喬, 40926207, 27387, 3274, 323211, 56181255, 27388, 3274, 565138, 20520, 司隸, 天狼星
狼燚丨蓝莓, 40850880, 246879, 3046, 562892, 75690630, 251037, 3046, 640802, 27153, 司隸, 閒雲
戰神丨土, 40662032, 214199, 4391, 0, 72883519, 214199, 4391, 74726, 22523, 司隸, 炮灰
月影流风, 40574979, 176260, 3260, 326300, 64826570, 177095, 3260, 409008, 17973, 司隸, 金槍
謝翾, 40064276, 24801, 3410, 1067340, 43031657, 24801, 3410, 1067340, 19310, 司隸, 流浪動物
男模觀世陰, 40046757, 41274, 3961, 1077711, 66345296, 42031, 3961, 1169610, 23160, 司隸, 閒雲
星界豆, 39805894, 108008, 14832, 521757, 75852952, 108103, 14832, 543031, 23433, 司隸, 天狼星
低沉的花椒, 39762939, 85953, 5533, 893971, 68666417, 85953, 5533, 975651, 26136, 司隸, 肥宅
夜讀五車書, 39582052, 113371, 9710, 724469, 53892540, 114052, 9710, 806780, 21010, 司隸, 天狼星
凌魂丨小A, 39333865, 119543, 3643, 749532, 63986579, 120663, 3643, 832973, 21140, 司隸, 淩魂
狼燚I阿瘦, 38726452, 108276, 3463, 242650, 56151652, 109603, 3463, 323499, 24433, 司隸, 閒雲
偷吃魚的貓, 38688575, 142728, 9699, 205295, 57080453, 142728, 9699, 291209, 23050, 司隸, 炮灰
龍趙, 38663065, 86066, 2408, 303109, 48394967, 86313, 2408, 337642, 18223, 司隸, 流浪動物
暴食丨逃兵逆, 38642583, 91781, 2247, 0, 68698312, 93061, 2247, 100122, 17913, 司隸, 金槍
銀劍丹尼, 38583065, 77447, 4375, 535834, 47467165, 77447, 4375, 623213, 19349, 江漢, 金槍
浦喜丨夜影, 38293832, 34123, 1800, 0, 38363706, 34123, 1800, 0, 20100, 司隸, 天狼星
凌魂丨澀澀, 38230919, 98296, 3830, 0, 56798853, 98462, 3830, 0, 19963, 司隸, 淩魂
銀劍挖呀挖, 38134805, 99757, 4280, 407777, 64828302, 100195, 4280, 492064, 19040, 司隸, 金槍
暴躁天竺鼠, 37991489, 91039, 3906, 508047, 56929516, 91039, 3906, 590226, 23855, 江漢, 閒雲
司寇仕林, 37877798, 71372, 3974, 341540, 62267573, 71372, 3974, 361616, 24950, 司隸, 炮灰
銀劍二筒, 37583826, 210162, 13866, 100865, 69685865, 210162, 13866, 100865, 23720, 司隸, 銀劍
狼燚l上善, 37161593, 126373, 6717, 0, 46187586, 126373, 6717, 104697, 22070, 司隸, 閒雲
唔係真事呀, 36874757, 142058, 6403, 731325, 66676460, 142827, 6403, 812404, 23239, 司隸, 天狼星
殘兵小白, 36765009, 91637, 4270, 87079, 57097955, 96461, 4270, 87079, 23380, 江漢, 淩魂
幽玉, 36683264, 34128, 2980, 754394, 45033798, 34128, 2980, 839384, 16600, 司隸, 金槍
銀劍西蘭花, 36248676, 61797, 5137, 614139, 59061452, 61798, 5137, 697671, 20940, 司隸, 金槍
浦喜丨葉孤城, 36230585, 17406, 1550, 352636, 36230585, 17406, 1550, 352636, 20940, 司隸, 天狼星
凌魂丨西柚, 36076604, 179483, 5261, 358484, 80619878, 179483, 5261, 1363186, 25890, 司隸, 閒雲
似舞丨白晴嵐, 35863039, 10402, 2358, 1801671, 42494958, 10402, 2358, 1896029, 18120, 司隸, 流浪動物
秋丨刀下, 35729892, 20293, 3084, 320274, 38363939, 20303, 3084, 320274, 20128, 司隸, 天狼星
憤怒丨中士鄧, 35616368, 165386, 3364, 563218, 61547038, 167499, 3364, 650804, 22700, 司隸, 金槍
月丨巴宅歐歐, 35514149, 44245, 3193, 0, 38986698, 44245, 3193, 0, 18080, 司隸, 肥宅
玩爽, 35508651, 50893, 2082, 446809, 35620157, 50893, 2082, 446809, 20410, 司隸, 肥宅
浦喜丨螞蟻, 35296752, 28111, 1550, 306480, 35296752, 28111, 1550, 306480, 21680, 司隸, 天狼星
周英雄, 35224256, 174885, 2835, 199017, 59914666, 178506, 2835, 283550, 26910, 司隸, 天狼星
銀劍阿姨, 35157130, 104040, 2974, 395985, 53852310, 104065, 2974, 395985, 19113, 司隸, 銀劍
銀劍瀑渠王, 35014708, 116946, 8434, 0, 54717301, 117845, 8434, 0, 22608, 司隸, 銀劍
銀劍夏草, 34532420, 35716, 2330, 0, 48614808, 35717, 2330, 27290, 20303, 江漢, 金槍
狼燚l永恆, 34419317, 29090, 750, 111603, 36292404, 29090, 750, 111603, 19960, 司隸, 閒雲
條子杯杯, 34375231, 77517, 4140, 0, 50348009, 79679, 4140, 125615, 19690, 司隸, 流浪動物
銀劍中頑童, 34200863, 171816, 3912, 766275, 75545155, 171824, 3912, 847933, 25950, 司隸, 金槍
令狐藍藍, 33576372, 119944, 3884, 170677, 52503075, 123285, 3884, 217241, 26633, 司隸, 閒雲
愛吃葡萄, 33086967, 51406, 4572, 372916, 37143183, 51406, 4572, 460851, 17906, 司隸, 閒雲
唐少帥, 33001516, 160924, 12350, 194760, 66673463, 160924, 12350, 194760, 18800, 司隸, 炮灰
玥淓汣沐, 32208116, 259935, 2790, 323157, 84483910, 304441, 2790, 323157, 22843, 司隸, 淩魂
玩命l大愛, 32004623, 83868, 1393, 116823, 51475800, 83868, 1393, 264071, 18050, 司隸, 淩魂
浦喜丨邢, 31910179, 28074, 3168, 329225, 37236761, 28074, 3168, 412224, 19080, 司隸, 天狼星
東東白, 31898479, 27636, 5115, 726590, 32912113, 27636, 5115, 726590, 18779, 江漢, 流浪動物
凌魂丨流星, 31202547, 39048, 4991, 142243, 40871812, 39983, 4991, 142243, 19410, 司隸, 淩魂
猴, 30805209, 94347, 2501, 177799, 53288273, 94632, 2501, 269582, 21635, 司隸, 炮灰
軒丨農的傳人, 30723113, 42374, 4275, 506459, 38570232, 42401, 4275, 599541, 17706, 司隸, 肥宅
漢將, 30305422, 57967, 0, 0, 50442953, 60136, 0, 0, 21410, 司隸, 閒雲
銀劍臭茜, 30152446, 93373, 1812, 356412, 45338835, 94508, 1812, 356412, 19883, 司隸, 銀劍
銀劍怪獸, 29463497, 98662, 3930, 258074, 62376069, 98662, 3930, 364167, 19479, 司隸, 銀劍
凌魂丨泡泡龍, 28587889, 33918, 982, 331363, 35370880, 33918, 982, 331363, 23590, 司隸, 淩魂
金英雄, 28462090, 66806, 5293, 314987, 48114903, 67455, 5293, 424669, 23601, 司隸, 天狼星
月丨獺祭, 27992925, 78996, 7385, 0, 39068056, 80308, 7385, 86428, 19433, 司隸, 肥宅
七星檸檬多, 27952592, 137688, 6161, 418391, 32792869, 137688, 6161, 418391, 21800, 司隸, 炮灰
喻建, 27840105, 11297, 1603, 726707, 30481983, 11297, 1603, 859204, 14103, 司隸, 流浪動物
銀劍啵啵, 27707892, 11150, 0, 0, 41550673, 11150, 0, 1066490, 20593, 司隸, 銀劍
銀劍丨鰲拜, 27692583, 24605, 2430, 0, 27692583, 24605, 2430, 0, 19863, 江漢, 金槍
玩命丨裘鬼其, 27518573, 74759, 8187, 705956, 40623066, 74759, 8187, 788736, 21682, 司隸, 淩魂
痴道人, 26854293, 54589, 4700, 605040, 54014199, 54657, 4700, 689351, 15230, 司隸, 金槍
銀劍丨必廚, 26771682, 73169, 3066, 2183966, 52363064, 73169, 3066, 2277619, 21270, 司隸, 銀劍
銀劍哥布林, 26581119, 11956, 2513, 409698, 28108789, 11956, 2513, 409698, 17480, 司隸, 金槍
浦喜丨番茄, 26486457, 66181, 4675, 729013, 34466465, 66303, 4675, 808963, 18823, 司隸, 天狼星
銀劍丨多龍, 26303284, 126423, 3100, 0, 54740497, 126473, 3100, 83697, 24006, 江漢, 金槍
月丨莫西多, 25847525, 92266, 3422, 247582, 38570579, 93687, 3422, 247582, 18176, 司隸, 肥宅
凌魂丨涵涵, 25627388, 3205, 1700, 44587, 27741745, 3205, 1700, 44587, 19950, 司隸, 閒雲
孤丨枚梓鹿, 25576568, 41183, 2350, 0, 33872278, 41183, 2350, 0, 15183, 司隸, 流浪動物
草屯沒有犯罪, 25232599, 47425, 2536, 183788, 25232599, 47425, 2536, 183788, 20460, 司隸, 天狼星
狼燚l紅玉, 25012361, 28344, 1984, 0, 26689757, 28344, 1984, 0, 17063, 司隸, 閒雲
月丨怠惰, 24284764, 87817, 2532, 643870, 47382783, 87817, 2532, 725898, 21370, 司隸, 肥宅
凌魂丨陳苡臻, 23574736, 12702, 1405, 172594, 23574736, 12702, 1405, 172594, 18753, 司隸, 淩魂
月丨南方的凰, 23515378, 171151, 5756, 262629, 95952317, 197168, 5756, 350614, 25693, 司隸, 肥宅
黃道丨雙魚, 23197944, 150, 0, 0, 23973501, 205, 0, 0, 12008, 山東, 肥宅
浦喜丨凸凸, 22862513, 1950, 0, 821979, 22862513, 1950, 0, 821979, 9673, 司隸, 天狼星
凰丨凌波微步, 22550624, 6167, 0, 541580, 22550624, 6167, 0, 541580, 12810, 山東, 肥宅
狼燚丨伍衡, 22404841, 11127, 350, 1290921, 22404841, 11127, 350, 1290921, 18570, 司隸, 閒雲
銀劍五暗刻, 22350068, 72954, 3335, 118243, 28078434, 72954, 3335, 201536, 18270, 司隸, 金槍
凌魂丨格仔餅, 22107100, 32253, 4689, 0, 35536726, 32254, 4689, 0, 19040, 司隸, 淩魂
月丨巴宅伍天, 20886198, 84043, 1950, 0, 79799917, 169748, 1950, 414142, 25580, 江漢, 肥宅
銀劍魔皇, 20187497, 102500, 2165, 0, 33488230, 102500, 2165, 112988, 20760, 司隸, 銀劍
騎貓逛街的魚, 18255236, 22052, 1434, 370278, 24490162, 22052, 1434, 370278, 19123, 司隸, 天狼星
異獸朱雀, 17865325, 13185, 3290, 11590279, 17865325, 13185, 3290, 11590279, 14270, 江漢, 流浪動物
花雕蒸臭蟹, 17793379, 44473, 350, 473733, 42151929, 53551, 350, 473733, 22030, 司隸, 銀劍
劉英雄, 15884415, 87104, 4057, 240079, 24830784, 88684, 4057, 240079, 19383, 司隸, 天狼星
浦喜丨博士, 15362595, 173, 831, 1456264, 15362595, 173, 831, 1456264, 14339, 司隸, 天狼星
阿古路, 14499770, 100637, 1889, 0, 14499770, 100637, 1889, 0, 17870, 司隸, 炮灰
夜幽蓮華, 12796663, 23936, 2051, 818523, 12796663, 23936, 2051, 818523, 12880, 司隸, 流浪動物
鄉鄉莉莉, 12607163, 164765, 4526, 314637, 61795799, 280052, 4526, 314637, 25843, 司隸, 閒雲
梓, 8405811, 0, 827, 4564155, 8405811, 0, 827, 4564155, 13143, 山東, 流浪動物
ITZY帝鯊, 7972928, 16962, 1200, 924091, 8450170, 16962, 1200, 924091, 11890, 司隸, 銀劍
凌魂丨龐複, 7740205, 0, 350, 650696, 8303739, 0, 350, 650696, 13146, 江漢, 鋪路
欣翼, 4185582, 120, 1028, 0, 4299826, 120, 1028, 0, 15646, 江漢, 炮灰
打我浸豬籠, 2620222, 15, 350, 838271, 2620222, 15, 350, 838271, 4686, 司隸, 天狼星
夜王l哈士奇, 1849080, 0, 50, 8553426, 4908516, 0, 50, 8553426, 11260, 江漢, 鋪路
想當黃非紅, 988258, 21, 0, 2376766, 2213412, 21, 0, 2376766, 6429, 江漢, 鋪路
凌魂丨雷羽, 13900, 0, 0, 0, 55453, 0, 0, 0, 5623, 山東, 肥宅
